year,make,model,fuel_type,fc_city_l100,fc_hwy_l100,fc_comb_l100
2019,Chevrolet,Spark,X,7.9,6.2,7.1
2019,Chevrolet,Spark,X,8.0,6.2,7.2
2019,Chevrolet,Suburban,X,15.7,10.5,13.4
2019,Chevrolet,Suburban FFV,X,15.7,10.5,13.4
2019,Chevrolet,Suburban FFV,E,21.2,13.9,17.9
2019,Chevrolet,Suburban 4WD,X,16.8,11.3,14.3
2019,Chevrolet,Suburban 4WD FFV,X,16.8,11.3,14.3
2019,Chevrolet,Suburban 4WD FFV,E,22.2,15.2,19.0
2019,Chevrolet,Suburban 4WD,Z,17.1,11.3,14.5
2019,Chevrolet,Tahoe,X,15.7,10.5,13.4
2019,Chevrolet,Tahoe FFV,X,15.7,10.5,13.4
2019,Chevrolet,Tahoe FFV,E,21.2,13.9,17.9
2019,Chevrolet,Tahoe 4WD,X,15.8,11.1,13.7
2019,Chevrolet,Tahoe 4WD FFV,X,15.8,11.1,13.7
2019,Chevrolet,Tahoe 4WD FFV,E,21.7,14.3,18.4
2019,Chevrolet,Tahoe 4WD,Z,16.4,10.7,13.8
2019,Chevrolet,Traverse,X,13.0,8.8,11.1
2019,Chevrolet,Traverse AWD,X,13.7,9.5,11.8
2019,Chevrolet,Trax,X,9.1,7.6,8.4
2019,Chevrolet,Trax,X,9.4,6.9,8.3
2019,Chevrolet,Trax 4WD,X,9.9,8.1,9.1
2019,Chrysler,300,X,12.4,7.8,10.3
2019,Chrysler,300 FFV,X,12.4,7.8,10.3
2019,Chrysler,300 FFV,E,17.1,10.6,14.2
2019,Chrysler,300,X,14.7,9.4,12.3
2019,Chrysler,300 AWD,X,12.8,8.7,11.0
2019,Chrysler,300 AWD FFV,X,12.8,8.7,11.0
2019,Chrysler,300 AWD FFV,E,17.6,12.0,15.0
2019,Chrysler,Pacifica,X,12.9,8.4,10.9
2019,Chrysler,Pacifica (Stop-Start),X,12.4,8.4,10.6
2019,Dodge,Challenger,X,12.4,7.8,10.3
2019,Dodge,Challenger,Z,15.6,10.1,13.1
2019,Dodge,Challenger,Z,16.7,10.4,13.9
2019,Dodge,Challenger (MDS),X,14.7,9.4,12.3
2019,Dodge,Challenger (MDS),Z,15.8,9.6,13.0
2019,Dodge,Challenger GT AWD,X,12.8,8.7,11.0
2019,Dodge,Challenger SRT Hellcat,Z,17.6,10.7,14.5
2019,Dodge,Challenger SRT Hellcat,Z,18.1,11.4,15.1
2019,Dodge,Challenger SRT Hellcat Redeye,Z,17.6,10.7,14.5
2019,Dodge,Charger,X,13.7,9.0,11.6
2019,Dodge,Charger FFV,X,13.7,9.0,11.6
2019,Dodge,Charger FFV,E,18.9,12.7,16.1
2019,Dodge,Charger,X,12.4,7.8,10.3
2019,Dodge,Charger FFV,X,12.4,7.8,10.3
2019,Dodge,Charger FFV,E,17.1,10.6,14.2
2019,Dodge,Charger (MDS),X,15.6,9.7,12.9
2019,Dodge,Charger (MDS),X,14.7,9.4,12.3
2019,Dodge,Charger (MDS),Z,15.8,9.6,13.0
2019,Dodge,Charger AWD,X,12.8,8.7,11.0
2019,Dodge,Charger AWD FFV,X,12.8,8.7,11.0
2019,Dodge,Charger AWD FFV,E,17.6,12.0,15.0
2019,Dodge,Charger AWD (MDS),X,16.0,10.1,13.3
2019,Dodge,Charger SRT Hellcat,Z,17.6,10.7,14.5
2019,Dodge,Durango AWD,X,12.7,9.6,11.3
2019,Dodge,Durango AWD,X,16.7,10.9,14.1
2019,Dodge,Durango AWD SRT,Z,18.3,12.2,15.6
2019,Dodge,Grand Caravan FFV,X,13.7,9.4,11.8
2019,Dodge,Grand Caravan FFV,E,19.4,13.3,16.7
2019,Dodge,Journey,X,12.7,9.2,11.1
2019,Dodge,Journey FFV,X,14.2,9.5,12.1
2019,Dodge,Journey FFV,E,19.1,13.2,16.4
2019,Dodge,Journey AWD,X,14.5,10.0,12.4
2019,FIAT,124 Spider,X,9.3,6.5,8.0
2019,FIAT,124 Spider,X,9.0,6.7,7.9
2019,FIAT,500,X,9.7,7.4,8.7
2019,FIAT,500,X,8.5,7.1,7.9
2019,FIAT,500L,X,10.7,7.9,9.4
2019,FIAT,500X AWD,X,10.0,7.9,9.1
2019,Ford,EcoSport,X,8.6,8.1,8.4
2019,Ford,EcoSport AWD,X,10.2,8.0,9.3
2019,Ford,Edge,X,10.9,8.0,9.6
2019,Ford,Edge AWD,X,11.4,8.3,10.0
2019,Ford,Edge AWD,X,12.6,9.2,11.0
2019,Ford,Escape,X,10.2,7.8,9.1
2019,Ford,Escape FFV,X,11.0,8.0,9.6
2019,Ford,Escape FFV,E,15.0,10.8,13.1
2019,Ford,Escape AWD,X,11.2,8.4,9.9
2019,Ford,Escape AWD,X,11.5,8.7,10.2
2019,Ford,Expedition 4X4,X,14.1,10.6,12.5
2019,Ford,Expedition MAX 4X4,X,14.7,11.2,13.1
2019,Ford,Explorer AWD,X,13.1,9.2,11.4
2019,Ford,Explorer AWD,X,15.2,10.9,13.2
2019,Ford,Explorer FFV AWD,X,14.5,10.6,12.7
2019,Ford,Explorer FFV AWD,E,19.8,14.3,17.3
2019,Ford,F-150,X,12.0,9.0,10.6
2019,Ford,F-150 (LT Tire Pkg),X,12.4,9.4,11.1
2019,Ford,F-150 (Payload Pkg),X,12.4,9.4,11.1
2019,Ford,F-150,D,10.8,8.0,9.5
2019,Ford,F-150 (LT Tire Pkg),D,10.8,8.4,9.7
2019,Ford,F-150 FFV,X,12.2,9.3,10.9
2019,Ford,F-150 FFV,E,16.7,12.6,14.9
2019,Ford,F-150 FFV (LT Tire Pkg),X,12.4,9.8,11.2
2019,Ford,F-150 FFV (LT Tire Pkg),E,16.7,12.6,14.9
2019,Ford,F-150,X,13.5,10.1,12.0
2019,Ford,F-150 (LT Tire Pkg),X,13.8,10.7,12.4
2019,Ford,F-150 (Payload Pkg),X,13.9,11.2,12.7
2019,Ford,F-150 FFV,X,13.9,10.2,12.2
2019,Ford,F-150 FFV,E,20.3,14.0,17.4
2019,Ford,F-150 FFV (LT Tire Pkg),X,14.7,11.2,13.1
2019,Ford,F-150 FFV (LT Tire Pkg),E,20.3,14.0,17.5
2019,Ford,F-150 FFV (Payload Pkg),X,15.6,11.8,13.9
2019,Ford,F-150 FFV (Payload Pkg),E,20.4,14.0,17.5
2019,Ford,F-150 4X4,X,12.7,9.8,11.4
2019,Ford,F-150 4X4 (LT Tire Pkg),X,13.1,10.2,11.8
2019,Ford,F-150 4X4 (Payload Pkg),X,13.1,10.2,11.8
2019,Ford,F-150 4X4,D,11.8,9.3,10.7
2019,Ford,F-150 4X4 (LT Tire Pkg),D,11.8,9.3,10.7
2019,Ford,F-150 4X4 XL/XLT,D,11.2,8.3,9.9
2019,Ford,F-150 FFV 4X4,X,12.8,10.2,11.6
2019,Ford,F-150 FFV 4X4,E,17.5,13.8,15.8
2019,Ford,F-150 FFV 4X4 (LT Tire Pkg),X,13.8,10.7,12.4
2019,Ford,F-150 FFV 4X4 (LT Tire Pkg),E,17.5,13.7,15.8
2019,Ford,F-150 4X4,X,14.3,10.5,12.5
2019,Ford,F-150 4X4 (LT Tire Pkg),X,14.7,10.7,12.9
2019,Ford,F-150 4X4 (Payload Pkg),X,14.7,11.2,13.1
2019,Ford,F-150 4X4 Limited,X,13.8,11.2,12.6
2019,Ford,F-150 FFV 4X4,X,15.1,11.0,13.3
2019,Ford,F-150 FFV 4X4,E,20.0,15.6,18.0
2019,Ford,F-150 FFV 4X4 (LT Tire Pkg),X,15.7,11.8,13.9
2019,Ford,F-150 FFV 4X4 (LT Tire Pkg),E,20.0,15.6,18.0
2019,Ford,F-150 FFV 4X4 (Payload Pkg),X,16.8,12.4,14.8
2019,Ford,F-150 FFV 4X4 (Payload Pkg),E,21.3,17.2,19.5
2019,Ford,F-150 Raptor 4X4,X,15.3,13.1,14.3
2019,Ford,Flex,X,14.7,10.2,12.7
2019,Ford,Flex AWD,X,14.7,10.7,12.9
2019,Ford,Flex AWD GTDI,X,15.7,11.2,13.7
2019,Ford,Fiesta,X,8.6,6.4,7.6
2019,Ford,Fiesta,X,8.8,6.8,7.9
2019,Ford,Fiesta ST,X,9.2,7.4,8.4
2019,Ford,Fusion,X,10.0,7.0,8.7
2019,Ford,Fusion Hybrid,X,5.5,5.6,5.6
2019,Ford,GT,Z,20.4,13.1,17.1
2019,Ford,Mustang,X,11.2,7.3,9.4
2019,Ford,Mustang (Performance Pkg),X,11.8,8.4,10.3
2019,Ford,Mustang,X,11.2,7.9,9.7
2019,Ford,Mustang (Performance Pkg),X,11.8,8.7,10.4
2019,Ford,Mustang,X,15.0,9.1,12.3
2019,Ford,Mustang,X,16.1,9.9,13.3
2019,Ford,Mustang Bullitt,X,16.1,9.9,13.3
2019,Ford,Mustang Convertible,X,11.9,8.4,10.4
2019,Ford,Mustang Convertible,X,11.8,8.4,10.3
2019,Ford,Mustang Convertible,X,15.4,9.7,12.9
2019,Ford,Ranger 4WD,X,11.8,9.8,10.9
2019,Ford,Shelby GT350 Mustang,Z,17.2,11.3,14.6
2019,Ford,T-150 Wagon,X,16.2,12.8,14.7
2019,Ford,T-150 Wagon,X,16.9,13.1,15.2
2019,Ford,Taurus FFV,X,13.5,9.0,11.5
2019,Ford,Taurus FFV,E,17.8,12.1,15.2
2019,Ford,Taurus AWD,X,14.6,10.0,12.5
2019,Ford,Taurus FFV AWD,X,14.0,9.9,12.4
2019,Ford,Taurus FFV AWD,E,18.5,13.0,16.0
2019,Ford,Transit Connect Van,X,9.8,8.8,9.3
2019,Ford,Transit Connect Van FFV,X,9.8,8.8,9.3
2019,Ford,Transit Connect Van FFV,E,13.3,11.8,12.6
2019,Ford,Transit Connect Van,X,12.0,8.8,10.6
2019,Ford,Transit Connect Wagon LWB,X,9.9,8.2,9.2
2019,Ford,Transit Connect Wagon LWB FFV,X,9.9,8.2,9.2
2019,Ford,Transit Connect Wagon LWB FFV,E,13.7,11.1,12.5
2019,Ford,Transit Connect Wagon LWB,X,12.1,9.0,10.7
2019,Genesis,G70,Z,12.8,8.5,10.9
2019,Genesis,G70 AWD,Z,11.5,8.7,10.3
2019,Genesis,G70 AWD,Z,14.1,9.5,12.0
2019,Genesis,G80 AWD,Z,13.8,9.7,11.9
2019,Genesis,G80 AWD,X,13.4,9.6,11.7
2019,Genesis,G80 AWD,Z,15.6,10.4,13.2
2019,Genesis,G90 AWD,Z,13.7,9.7,11.9
2019,Genesis,G90 AWD,Z,15.2,10.2,13.0
2019,GMC,Acadia,X,11.1,9.2,10.2
2019,GMC,Acadia,X,13.1,9.4,11.4
2019,GMC,Acadia AWD,X,11.3,9.4,10.5
2019,GMC,Acadia AWD,X,13.5,9.5,11.7
2019,GMC,Canyon,X,12.1,9.2,10.8
2019,GMC,Canyon,X,11.9,9.2,10.7
2019,GMC,Canyon,D,11.8,7.9,10.1
2019,GMC,Canyon,X,13.4,9.6,11.7
2019,GMC,Canyon 4WD,X,12.7,9.8,11.4
2019,GMC,Canyon 4WD,D,12.2,8.4,10.5
2019,GMC,Canyon 4WD,X,14.0,9.9,12.2
2019,GMC,Sierra,X,11.9,10.3,11.1
2019,GMC,Sierra,X,15.1,11.5,13.5
2019,GMC,Sierra,X,15.9,11.4,13.9
2019,GMC,Sierra FFV,X,15.7,11.9,14.0
2019,GMC,Sierra FFV,E,21.1,15.0,18.4
2019,GMC,Sierra,X,14.3,10.4,12.5
2019,GMC,Sierra 4WD,X,12.6,10.9,11.8
2019,GMC,Sierra 4WD,X,15.8,11.9,14.0
2019,GMC,Sierra 4WD,X,15.9,11.7,14.0
2019,GMC,Sierra 4WD FFV,X,16.0,12.5,14.4
2019,GMC,Sierra 4WD FFV,E,22.0,16.1,19.4
2019,GMC,Sierra 4WD,X,15.3,11.2,13.5
2019,GMC,Sierra 4WD AT4,X,15.3,11.8,13.7
2019,GMC,Sierra 4WD,Z,15.5,11.9,13.9
2019,GMC,Sierra 4WD AT4,Z,15.7,12.4,14.2
2019,GMC,Sierra LTD,X,15.6,10.9,13.5
2019,GMC,Sierra LTD 4WD,X,15.8,11.4,13.8
2019,GMC,Terrain,X,9.2,7.9,8.6
2019,GMC,Terrain,D,8.5,6.0,7.4
2019,GMC,Terrain AWD,X,9.6,8.3,9.0
2019,GMC,Terrain AWD,D,8.5,6.1,7.4
2019,GMC,Terrain AWD,Z,11.2,9.0,10.2
2019,GMC,Yukon,X,15.7,10.5,13.4
2019,GMC,Yukon FFV,X,15.7,10.5,13.4
2019,GMC,Yukon FFV,E,21.2,13.9,17.9
2019,GMC,Yukon 4WD,X,15.8,11.1,13.7
2019,GMC,Yukon 4WD FFV,X,15.8,11.1,13.7
2019,GMC,Yukon 4WD FFV,E,21.7,14.3,18.4
2019,GMC,Yukon 4WD,Z,16.4,10.7,13.8
2019,GMC,Yukon XL,X,15.7,10.5,13.4
2019,GMC,Yukon XL FFV,X,15.7,10.5,13.4
2019,GMC,Yukon XL FFV,E,21.2,13.9,17.9
2019,GMC,Yukon XL 4WD,X,16.8,11.3,14.3
2019,GMC,Yukon XL 4WD FFV,X,16.8,11.3,14.3
2019,GMC,Yukon XL 4WD FFV,E,22.2,15.2,19.0
2019,GMC,Yukon XL 4WD,Z,17.1,11.3,14.5
2019,Honda,Accord,X,7.9,6.3,7.2
2019,Honda,Accord,X,8.2,6.8,7.6
2019,Honda,Accord,X,8.9,6.7,7.9
2019,Honda,Accord,X,10.7,7.3,9.2
2019,Honda,Accord Sport/Touring,X,10.4,7.4,9.1
2019,Honda,Accord Hybrid,X,5.0,5.0,5.0
2019,Honda,Civic Coupe,X,7.8,6.4,7.2
2019,Honda,Civic Coupe,X,7.8,6.1,7.1
2019,Honda,Civic Coupe,X,8.3,6.6,7.5
2019,Honda,Civic Coupe,X,9.3,6.7,8.1
2019,Honda,Civic Coupe Si,Z,8.4,6.2,7.4
2019,Honda,Civic Hatchback,X,7.7,6.0,6.9
2019,Honda,Civic Hatchback,X,7.9,6.6,7.3
2019,Honda,Civic Hatchback,X,8.0,6.2,7.2
2019,Honda,Civic Hatchback Sport,Z,7.9,6.6,7.3
2019,Honda,Civic Hatchback Sport,Z,8.0,6.2,7.2
2019,Honda,Civic Sedan,X,7.8,6.2,7.1
2019,Honda,Civic Sedan,X,7.9,6.1,7.1
2019,Honda,Civic Sedan,X,8.2,6.5,7.4
2019,Honda,Civic Sedan,X,9.3,6.5,8.0
2019,Honda,Civic Sedan Si,Z,8.4,6.2,7.4
2019,Honda,Civic Type R,Z,10.6,8.3,9.6
2019,Honda,CR-V,X,8.4,7.0,7.8
2019,Honda,CR-V AWD,X,8.7,7.2,8.0
2019,Honda,Fit,X,7.0,5.9,6.5
2019,Honda,Fit,X,7.6,6.5,7.0
2019,Honda,Fit,X,8.1,6.6,7.4
2019,Honda,HR-V,X,8.4,7.0,7.8
2019,Honda,HR-V AWD,X,8.8,7.5,8.2
2019,Honda,HR-V AWD,X,9.1,7.7,8.5
2019,Honda,Insight EX,X,4.6,5.3,4.9
2019,Honda,Insight Touring,X,4.6,5.3,4.9
2019,Honda,Odyssey,X,12.6,8.4,10.7
2019,Honda,Odyssey Touring,X,12.2,8.5,10.6
2019,Honda,Passport AWD,X,12.5,9.8,11.3
2019,Honda,Pilot,X,12.4,8.7,10.7
2019,Honda,Pilot AWD,X,13.0,9.3,11.3
2019,Honda,Pilot AWD,X,12.4,9.3,11.0
2019,Honda,Ridgeline AWD,X,12.8,9.5,11.3
2019,Hyundai,Accent,X,8.2,6.2,7.3
2019,Hyundai,Accent,X,8.2,6.3,7.3
2019,Hyundai,Elantra,X,8.9,7.0,8.1
2019,Hyundai,Elantra,X,10.7,7.8,9.4
2019,Hyundai,Elantra,X,8.3,6.4,7.4
2019,Hyundai,Elantra,X,9.2,6.5,8.0
2019,Hyundai,Elantra GT,X,9.7,7.4,8.6
2019,Hyundai,Elantra GT,X,10.3,7.9,9.2
2019,Hyundai,Elantra GT,X,9.4,7.1,8.4
2019,Hyundai,Elantra GT,X,9.8,7.4,8.7
2019,Hyundai,IONIQ,X,4.3,4.4,4.3
2019,Hyundai,IONIQ Blue,X,4.2,4.0,4.1
2019,Hyundai,Kona,X,8.6,7.0,7.9
2019,Hyundai,Kona AWD,X,9.0,8.0,8.6
2019,Hyundai,Kona AWD,X,9.2,7.8,8.6
2019,Hyundai,Santa Fe,X,10.8,8.0,9.6
2019,Hyundai,Santa Fe AWD,X,12.3,9.8,11.2
2019,Hyundai,Santa Fe AWD,X,11.2,8.7,10.1
2019,Hyundai,Santa Fe XL,X,13.2,9.4,11.5
2019,Hyundai,Santa Fe XL AWD,X,13.4,9.7,11.7
2019,Hyundai,Santa Fe XL Ultimate AWD,X,14.1,10.8,12.6
2019,Hyundai,Sonata,X,10.4,7.4,9.1
2019,Hyundai,Sonata,X,9.3,7.1,8.3
2019,Hyundai,Sonata SE,X,9.2,6.8,8.1
2019,Hyundai,Sonata Hybrid,X,6.0,5.3,5.7
2019,Hyundai,Sonata Hybrid SE,X,5.9,5.1,5.6
2019,Hyundai,Tucson,X,10.0,7.9,9.1
2019,Hyundai,Tucson AWD,X,10.8,9.2,10.1
2019,Hyundai,Tucson AWD,X,11.0,9.1,10.1
2019,Hyundai,Veloster,X,9.1,7.1,8.2
2019,Hyundai,Veloster,X,9.4,7.1,8.4
2019,Hyundai,Veloster N,Z,10.6,8.3,9.5
2019,Hyundai,Veloster Turbo,X,8.5,6.9,7.8
2019,Hyundai,Veloster Turbo,X,9.4,7.0,8.3
2019,Infiniti,Q50 AWD,Z,10.7,8.6,9.7
2019,Infiniti,Q50 AWD,Z,12.4,8.7,10.8
2019,Infiniti,Q50 AWD Red Sport,Z,12.5,9.3,11.1
2019,Infiniti,Q60 AWD,Z,11.2,8.5,10.0
2019,Infiniti,Q60 AWD,Z,12.3,8.7,10.7
2019,Infiniti,Q60 AWD Red Sport,Z,12.5,9.2,11.0
2019,Infiniti,Q70 AWD,Z,13.2,9.8,11.7
2019,Infiniti,Q70 AWD,Z,14.9,10.2,12.8
2019,Infiniti,QX50 AWD,Z,10.0,7.8,9.0
2019,Infiniti,QX60 AWD,Z,12.5,9.0,10.9
2019,Infiniti,QX80 4WD,Z,17.4,12.2,15.1
2019,Jaguar,E-PACE P250,Z,11.0,8.4,9.8
2019,Jaguar,F-PACE 20d,D,8.9,7.2,8.1
2019,Jaguar,F-PACE 25t,Z,10.7,8.8,9.9
2019,Jaguar,F-PACE 35t,Z,13.3,10.0,11.8
2019,Jaguar,F-TYPE Convertible,Z,10.2,7.8,9.2
2019,Jaguar,F-TYPE Convertible,Z,11.9,8.5,10.4
2019,Jaguar,F-TYPE Convertible,Z,14.9,9.8,12.6
2019,Jaguar,F-TYPE Convertible R-Dynamic,Z,12.4,8.8,10.8
2019,Jaguar,F-TYPE Convertible R-Dynamic,Z,15.3,10.0,12.9
2019,Jaguar,F-TYPE Convertible R-Dynamic AWD,Z,13.0,9.2,11.3
2019,Jaguar,F-TYPE Coupe,Z,10.2,7.8,9.2
2019,Jaguar,F-TYPE Coupe,Z,11.9,8.5,10.4
2019,Jaguar,F-TYPE Coupe,Z,14.9,9.8,12.6
2019,Jaguar,F-TYPE Coupe R-Dynamic,Z,12.4,8.8,10.8
2019,Jaguar,F-TYPE Coupe R-Dynamic,Z,15.3,10.0,12.9
2019,Jaguar,F-TYPE Coupe R-Dynamic AWD,Z,13.0,9.2,11.3
2019,Jaguar,F-TYPE R AWD Convertible,Z,15.6,10.4,13.3
2019,Jaguar,F-TYPE R AWD Coupe,Z,15.6,10.4,13.3
2019,Jaguar,XE 20d AWD,D,7.8,5.8,6.9
2019,Jaguar,XE 25t AWD,Z,9.8,6.9,8.5
2019,Jaguar,XE 35t AWD,Z,11.8,8.2,10.2
2019,Jaguar,XF 20d AWD,D,7.8,5.8,6.9
2019,Jaguar,XF 25t AWD,Z,10.1,7.2,8.8
2019,Jaguar,XF 35t AWD,Z,12.0,8.4,10.4
2019,Jaguar,XJ R-Sport AWD,Z,14.0,9.0,11.8
2019,Jaguar,XJL Portfolio AWD,Z,14.0,9.4,11.9
2019,Jaguar,XJR LWB,Z,15.8,10.3,13.3
2019,Jeep,Cherokee,X,10.4,7.6,9.1
2019,Jeep,Cherokee,X,10.8,7.6,9.3
2019,Jeep,Cherokee,X,11.9,8.2,10.2
2019,Jeep,Cherokee 4X4 Active Drive I,X,11.2,8.0,9.8
2019,Jeep,Cherokee 4X4 Active Drive I,X,11.2,8.0,9.8
2019,Jeep,Cherokee 4X4 Active Drive I,X,12.2,8.6,10.6
2019,Jeep,Cherokee 4X4 Active Drive II,X,11.5,8.6,10.2
2019,Jeep,Cherokee 4X4 Active Drive II,X,12.8,9.0,11.1
2019,Jeep,Cherokee 4X4 Active Drive Lock,X,11.8,9.2,10.6
2019,Jeep,Cherokee 4X4 Active Drive Lock,X,12.9,9.9,11.6
2019,Jeep,Compass,X,10.6,7.6,9.3
2019,Jeep,Compass,X,10.4,7.3,9.0
2019,Jeep,Compass 4X4,X,10.8,7.8,9.5
2019,Jeep,Compass 4X4,X,10.8,7.6,9.4
2019,Jeep,Grand Cherokee 4X4,X,12.7,9.6,11.3
2019,Jeep,Grand Cherokee 4X4,X,16.7,10.9,14.1
2019,Jeep,Grand Cherokee 4X4 EcoDiesel,D,11.2,8.5,10.0
2019,Jeep,Grand Cherokee 4X4 SRT,Z,18.3,12.6,15.7
2019,Jeep,Grand Cherokee 4X4 Trackhawk,Z,20.9,13.8,17.7
2019,Jeep,Renegade,X,9.8,7.4,8.7
2019,Jeep,Renegade,X,10.8,7.8,9.5
2019,Jeep,Renegade 4X4,X,10.1,8.1,9.2
2019,Jeep,Renegade 4X4,X,11.2,8.2,9.8
2019,Jeep,Renegade 4X4 Trailhawk,X,10.8,8.7,9.9
2019,Jeep,Wrangler JL 4X4,X,10.5,9.4,10.0
2019,Jeep,Wrangler JL 4X4,X,12.8,10.4,11.8
2019,Jeep,Wrangler JL 4X4,X,13.7,9.6,11.8
2019,Jeep,Wrangler JL Unlimited 4X4,X,10.9,10.0,10.5
2019,Jeep,Wrangler JL Unlimited 4X4,X,12.9,10.2,11.7
2019,Jeep,Wrangler JL Unlimited 4X4,X,13.8,10.1,12.2
2019,Kia,Cadenza,X,11.6,8.5,10.2
2019,Kia,Forte,X,7.7,5.9,6.9
2019,Kia,Forte,X,8.6,6.4,7.6
2019,Kia,Niro,X,4.6,5.1,4.8
2019,Kia,Niro FE,X,4.5,4.8,4.7
2019,Kia,Niro Touring,X,5.1,5.8,5.4
2019,Kia,Optima,X,11.2,7.9,9.7
2019,Kia,Optima,X,9.5,7.1,8.4
2019,Kia,Optima Hybrid,X,6.1,5.2,5.7
2019,Kia,Rio,X,8.5,6.4,7.5
2019,Kia,Rio,X,8.3,6.4,7.5
2019,Kia,Sedona,X,12.7,10.0,11.5
2019,Kia,Sorento,X,10.7,8.2,9.6
2019,Kia,Sorento AWD,X,11.2,9.0,10.2
2019,Kia,Sorento AWD,X,12.5,9.7,11.2
2019,Kia,Soul,X,9.1,7.7,8.5
2019,Kia,Soul,X,9.0,7.6,8.4
2019,Kia,Soul,X,9.5,7.8,8.7
2019,Kia,Sportage,X,10.3,7.8,9.2
2019,Kia,Sportage AWD,X,11.9,10.2,11.1
2019,Kia,Sportage AWD,X,11.3,9.5,10.5
2019,Kia,Stinger AWD,Z,11.1,8.1,9.7
2019,Kia,Stinger AWD,Z,13.6,9.6,11.8
2019,Lamborghini,Aventador Coupe,Z,26.3,15.6,21.5
2019,Lamborghini,Aventador Roadster,Z,26.6,15.8,21.7
2019,Lamborghini,Huracan Coupe,Z,18.1,13.2,15.9
2019,Lamborghini,Huracan Coupe AWD,Z,17.9,13.0,15.7
2019,Lamborghini,Huracan Spyder,Z,18.1,13.2,15.9
2019,Lamborghini,Huracan Spyder AWD,Z,17.9,13.0,15.7
2019,Lamborghini,Huracan Performante Coupe,Z,17.9,13.0,15.7
2019,Lamborghini,Huracan Performante Spyder,Z,17.9,13.0,15.7
2019,Lamborghini,Urus,Z,19.2,14.1,16.9
2019,Land Rover,Discovery,Z,14.8,11.4,13.3
2019,Land Rover,Discovery Td6 Diesel,D,11.3,9.2,10.4
2019,Land Rover,Discovery Sport,Z,11.4,9.3,10.5
2019,Land Rover,Range Rover 3.0,Z,14.1,10.3,12.4
2019,Land Rover,Range Rover Td6 Diesel,D,10.7,8.3,9.6
2019,Land Rover,Range Rover 5.0 Supercharged,Z,14.4,11.3,13.0
2019,Land Rover,Range Rover SVAutobiography LWB,Z,17.9,12.7,15.5
2019,Land Rover,Range Rover Sport 3.0,Z,14.1,10.3,12.4
2019,Land Rover,Range Rover Sport Td6 Diesel,D,10.7,8.3,9.6
2019,Land Rover,Range Rover Sport Supercharged,Z,14.1,10.7,12.6
2019,Land Rover,Range Rover Evoque,Z,10.9,8.0,9.6
2019,Land Rover,Range Rover Evoque Convertible,Z,11.2,8.2,9.8
2019,Land Rover,Range Rover Velar D180,D,9.2,7.8,8.5
2019,Land Rover,Range Rover Velar P300,Z,11.7,9.2,10.6
2019,Land Rover,Range Rover Velar P380,Z,13.0,10.0,11.6
2019,Lexus,ES 300h,X,5.5,5.2,5.3
2019,Lexus,ES 350,X,10.6,7.2,9.1
2019,Lexus,ES 350 F SPORT,X,10.9,7.5,9.4
2019,Lexus,GS 350 AWD,Z,12.3,9.1,10.9
2019,Lexus,GS F,Z,14.9,9.7,12.5
2019,Lexus,GX 460,Z,16.0,12.9,14.6
2019,Lexus,IS 300,Z,11.0,7.6,9.5
2019,Lexus,IS 300 AWD,Z,12.3,9.1,10.9
2019,Lexus,IS 350 AWD,Z,12.3,9.1,10.9
2019,Lexus,LC 500,Z,15.1,9.5,12.6
2019,Lexus,LC 500h,Z,9.0,7.1,8.1
2019,Lexus,LS 500 AWD,Z,13.1,8.7,11.1
2019,Lexus,LS 500h AWD,Z,10.3,7.7,9.1
2019,Lexus,LX 570,Z,18.2,12.8,15.8
2019,Lexus,NX 300 AWD,Z,10.7,8.5,9.7
2019,Lexus,NX 300 AWD F SPORT,Z,10.8,8.9,9.9
2019,Lexus,NX 300h AWD,X,7.2,7.9,7.5
2019,Lexus,RC 300 AWD,Z,13.1,9.8,11.2
2019,Lexus,RC 350 AWD,Z,13.1,9.8,11.2
2019,Lexus,RC F,Z,15.2,9.5,12.6
2019,Lexus,RX 350 AWD,X,12.2,9.0,10.8
2019,Lexus,RX 350 L AWD,X,13.1,9.4,11.1
2019,Lexus,RX 450h AWD,Z,7.5,8.4,7.9
2019,Lexus,RX 450h L AWD,Z,8.1,8.4,8.1
2019,Lexus,UX 200,X,8.0,6.3,7.2
2019,Lexus,UX 250h,X,5.5,5.7,5.6
2019,Lexus,UX 250h AWD,X,5.7,6.2,6.0
2019,Lincoln,Continental AWD,X,14.0,9.4,12.0
2019,Lincoln,Continental AWD,X,14.5,9.8,12.3
2019,Lincoln,Continental AWD,X,14.3,9.7,12.2
2019,Lincoln,MKC AWD,X,12.3,9.3,11.0
2019,Lincoln,MKC AWD (Start/Stop),X,12.2,9.3,10.9
2019,Lincoln,MKC AWD,X,13.1,9.5,11.5
2019,Lincoln,MKT AWD,X,15.7,11.2,13.7
2019,Lincoln,MKT Livery AWD,X,14.7,10.3,12.7
2019,Lincoln,MKZ AWD,X,12.1,8.4,10.4
2019,Lincoln,MKZ AWD,X,14.0,9.2,11.8
2019,Lincoln,MKZ Hybrid,X,5.7,6.2,5.9
2019,Lincoln,Nautilus,X,12.0,9.6,10.7
2019,Lincoln,Nautilus,X,12.6,9.2,11.0
2019,Lincoln,Navigator 4X4,X,15.0,11.4,13.4
2019,Maserati,Ghibli,Z,14.1,9.8,12.2
2019,Maserati,Ghibli S,Z,14.7,9.9,12.6
